2.319809808547128593e-01,8.987026536628150986e-02,5.215798421609606494e-01,8.608853881902984728e-01,2.127632868062631077e-01,1.390937662007847297e-01,7.499035559187231526e-01,1.414259610309517301e-01,1.406544386164814142e-01,5.007682479148888310e-01,8.337911418548024090e-01,2.956702384382600135e-01,1.260340571121310038e-02,8.318366279323952117e-02,4.842381179151390436e-01,1.582719962041316819e-01,4.796678858723568695e-01,2.399255554974987215e-01,8.017252227263914621e-01,6.101877756351451465e-01,5.166639795844982785e-01,7.325666233095307067e-01,6.867507463274818980e-01,9.468735089392594784e-01,7.689739825982397914e-01,8.389781259689437221e-01,7.934738741667801687e-02,2.979281550956347502e-02,8.906102992489786097e-01,2.052096879222765624e-01,2.960729540390709680e-01,3.342322905961480073e-01,8.182819863326541432e-01,8.611803108752013047e-01,5.170906365919081260e-02,9.174066130990538026e-01,1.262849303398794198e-02,3.152606715000675353e-01,2.125260832370138298e-01,2.176024311528889088e-01,5.804390239922277983e-01,8.429817091963156539e-01,3.257808528837656814e-01,8.373879683763814086e-01,6.439215633182606702e-01,1.104645238268500140e-01,8.140234028287915979e-01,5.751627573264956883e-01,8.972875622086862180e-02,4.980155704733238986e-01
1.600792659980265764e-01,2.782442643876864574e-01,7.359450900806367990e-01,8.206358794250486755e-01,6.752299212043059162e-01,6.920509968912517129e-01,8.371842680171871498e-01,4.504325635056891652e-01,4.466147176178449918e-01,7.922012794722900209e-01,2.216191538929279670e-02,4.596776860916303997e-01,7.148795241908734166e-02,4.425603623513718610e-02,6.514019702787351429e-01,1.916414022482764157e-01,7.314801327819614452e-01,1.107355586106673062e-01,9.704703077932316235e-01,8.845093165970783211e-01,3.732792229524548588e-01,4.911054681293759439e-01,2.708653550247397401e-02,6.168101178536851137e-01,7.180197097847307308e-01,9.512024514911721074e-02,2.003619376947011199e-01,4.319601600410559739e-01,1.037617286266694361e-01,3.747036487254157278e-01,1.497847314528034657e-01,1.003932353668272048e-01,9.856091211468316349e-01,1.758109969426863151e-01,8.675197354544567085e-01,8.090008159863455450e-01,2.581372643352506380e-01,8.356129773479087364e-01,9.079102565478057718e-01,9.884451671604029821e-01,5.603503685893558295e-01,7.415849008211551352e-01,9.263320966118105959e-01,8.774679886623173442e-01,4.452984080706239300e-01,6.972283109282311209e-01,4.744569777519608289e-01,7.119531946458478311e-01,5.524019296622650899e-02,1.030189469829945192e-02
4.682692316952782319e-01,7.871280578288905039e-01,8.511434655476790567e-01,2.408961201649361117e-01,3.944787412721549869e-01,5.284925835802558591e-01,8.346152244757057970e-01,6.360831739612549107e-03,7.401364912558078268e-01,2.197581406406201587e-02,8.111011044767771905e-01,8.323708105335136942e-01,1.794648129127182079e-01,8.308896528081894939e-01,7.232232413478599797e-01,2.242559717143820519e-01,7.535340831073494838e-01,3.416909371188964206e-01,3.699480624249464888e-01,9.653488920089547953e-01,3.471506017169392333e-01,2.047591187242722155e-01,3.023486629999352360e-01,5.222099461758226147e-01,9.705870005283838697e-01,8.790186675015784212e-01,7.292452434060061606e-01,1.173699646790239415e-01,8.401489193730430349e-01,4.353544252279454296e-01,7.085537687790410821e-01,5.341639195172811494e-01,7.498388326109900470e-01,7.074140668466725179e-01,3.554788850371709552e-01,1.791654457203162298e-02,1.612279317024922776e-02,7.368013083900112337e-01,3.357687172246218710e-01,8.092671230004336858e-01,4.489112445977060384e-01,4.218103135862519837e-01,5.656821734476475960e-01,8.473451066179626956e-02,2.444691198396335974e-01,3.969030870239889097e-01,1.687197946066449905e-01,6.512240434176328474e-01,2.726683286495346081e-01,3.010478498392594737e-01
1.629015824400519286e-01,6.508906124879957344e-01,5.128907183643002243e-01,7.127318686341486131e-01,3.785860346469075433e-01,9.318289945889708381e-01,7.864171095615195561e-01,7.481967321861268116e-01,4.603294786108522718e-01,7.389699063779403554e-01,9.935396605993220831e-01,5.196451540083836251e-01,5.873143262078626137e-01,5.387051255103946223e-01,8.198129504951388036e-01,9.633768275046120655e-01,2.753199291391335013e-01,8.006349450656190525e-01,4.723177814710736167e-01,5.931283084645542214e-01,4.929358094663605083e-01,7.389299322354736521e-02,1.940478554822867574e-01,4.494898479811151315e-01,8.408041014117509926e-01,7.456647659659250138e-01,4.391817702028032455e-01,8.809876475753439795e-01,2.640479359304344076e-01,8.857735565578020998e-01,8.806189307092240348e-01,5.395452652048254860e-01,7.094030180174329958e-01,3.088081682406697004e-01,2.272467989034817615e-01,1.718347965250444087e-01,1.094465058588856010e-01,9.876624911267825047e-01,5.950053718004628678e-01,4.695502364428262299e-01,6.352829504160095730e-02,3.896511991593248903e-01,2.461263120428732742e-01,3.599102964764137047e-01,2.948111674622969636e-01,3.719434112904524969e-01,7.414553164558104204e-01,3.674902817158572921e-01,5.423326360084631537e-01,4.896971868185595600e-01
8.774091168500899318e-01,9.929450594675387487e-01,6.209105995345154394e-01,9.044599234015144873e-01,9.973450355243698162e-01,1.311523324980456984e-02,8.464831451951414509e-01,6.918801088724088055e-01,8.671958265722071735e-01,2.330855949406316352e-01,3.024728658950492921e-02,9.470353573945038406e-01,2.241631572490307978e-01,5.344192934785091387e-01,4.341887089942695344e-01,2.200431746110327325e-01,2.309867545361555807e-01,9.115920534464865277e-01,5.127841812366547014e-01,2.411072711418535963e-01,4.526164781193835474e-01,2.295445306762897708e-01,7.349446062872442287e-01,5.660901827803924702e-01,2.941336125200603169e-01,4.779272529253453250e-01,9.088574907242352729e-02,6.116473626129662611e-01,5.761602340967557634e-01,8.815911075884472758e-01,4.922162285541796800e-01,9.614358721958776721e-01,6.625860235111168395e-01,3.167607962980585334e-01,7.390485012004652798e-01,4.394571250488820136e-01,4.533960688012478313e-01,7.161625507380493527e-01,7.415007710914430783e-01,8.440763286828586454e-01,7.432991364781319499e-01,1.255986034936426021e-01,8.900471984269699988e-01,2.902183309404193778e-01,4.694591993597122537e-01,4.007145006352957894e-01,1.173826286109214134e-01,5.697677320756319164e-01,1.345536090646662908e-01,5.077166604108859227e-01
1.231161125778593712e-01,8.523989428766548526e-01,4.576528594876249079e-01,5.718012882699170518e-01,3.570117965198470467e-01,5.991648166743912540e-01,8.497661502312758852e-01,9.529040384395423002e-01,4.632527839176252549e-01,6.459336066475163118e-01,1.538021787748018454e-01,7.654681707688703041e-01,6.673712793333688165e-01,6.250564166520765630e-01,3.510128515767051427e-01,7.930247068780326147e-01,3.829199919482237924e-01,9.752694094113205647e-01,8.242134216546168624e-01,8.168813179573862771e-01,5.592404034678846170e-01,3.911199616573964866e-01,7.263945723549639633e-01,2.830586560892821568e-01,6.032635041273004539e-02,6.740074820988812832e-01,2.806695557034754041e-01,5.201201483073755183e-01,2.973519442819755332e-01,1.208276743663588837e-01,9.583941467338009668e-01,5.361747103332936693e-01,6.612874924134937160e-01,9.295115796432250610e-01,2.675365753279196346e-01,7.078042610892475439e-01,5.860116406422112290e-01,5.864505629395649899e-01,8.775578142437783224e-01,4.988942658006224606e-01,4.638453992452216124e-01,3.907161301433171863e-01,1.210828870886269115e-01,2.529099291185449294e-01,2.286193967640638425e-01,1.273884642205980189e-02,2.595959018199262003e-01,6.610248651862282721e-01,7.055704390346763111e-01,3.364185255728004975e-01
7.060885334251305601e-01,7.838644657333707633e-01,8.972164855885209622e-01,7.995703400399579719e-01,7.922134324651536330e-01,8.694750058584098662e-01,1.811418117127597815e-01,2.390851252253332060e-01,4.501838826932021975e-01,2.391219789996172906e-01,9.649463792169341581e-01,3.447314093091636833e-01,4.141326071296925759e-01,6.429002087729839277e-01,5.306231413554352017e-01,5.956762534373303275e-01,1.030615427119474514e-02,7.113532781983296083e-01,1.895371700662412673e-01,7.746373548255794939e-01,9.032792277657381019e-01,1.923848438157715890e-02,6.869659810041155446e-01,1.004047915305694705e-01,5.999892742151528013e-01,2.156496540979808696e-01,2.482376187316113203e-01,8.270133539008885926e-01,6.156335038747227095e-01,8.760632440706568325e-01,7.837782230660385041e-01,4.137509342171872273e-01,2.018268286779562048e-01,8.434820984396607102e-02,9.771205456048737137e-02,4.904967497341716776e-01,9.695042233849988644e-01,1.027854055117960463e-03,4.160486112423750216e-01,1.296494468562345848e-01,3.362633991782165710e-01,9.815282120850693515e-01,3.634169362178577556e-01,4.104515606926449900e-01,2.797269594407201243e-01,7.949137729708767308e-01,5.801178997392708592e-01,9.776205775044466417e-02,1.795205562810813227e-01,3.903297554815571280e-01
1.618918059313548818e-01,3.074201379090111264e-01,5.953442780929685263e-01,8.549506275429966662e-01,9.905985817977193131e-01,4.021818432804658006e-02,4.026822916245162975e-01,5.475535293064072162e-01,8.960848369687490766e-02,2.887092436272653551e-01,1.629710702505825504e-01,2.157661768787376699e-01,7.008104465280163842e-01,9.928249505726506330e-01,9.885690749096913699e-01,7.550022866030413615e-01,8.434213902568041821e-01,2.835593595830222524e-01,3.021658707681577072e-01,1.740226147255408140e-02,9.789324613267109676e-01,5.646447323627463710e-01,7.162706043759692331e-02,1.149575434958375331e-01,1.045621463606321022e-01,3.981744409220551173e-01,1.132966580359435760e-01,9.484152744657822209e-01,8.592912464208191103e-01,7.412448204538611973e-01,1.053138110473489375e-01,4.437280199496943522e-01,4.956907921367861292e-01,3.116357713163007137e-01,9.408201321843447928e-01,9.887221974598674468e-01,8.642303096866870149e-01,6.953683120442866183e-03,7.022513250823340103e-01,1.800586399495810452e-01,7.997645252482507017e-01,3.551998415049597568e-01,3.859626674625439291e-01,6.873208343834215084e-01,7.517494804602936620e-01,3.596134459279709539e-01,3.891634207436539539e-01,6.293255516350173551e-01,1.525024162196331190e-02,8.123530269255566649e-01
8.657290953969032365e-02,1.711694628461400969e-01,5.019981277790067642e-01,9.165312967544558820e-02,1.226835889924176026e-01,9.075024709940904266e-01,9.413655349121553551e-01,6.661923658092213651e-01,4.346289682082355998e-01,5.448479249528566104e-01,5.053588455063063867e-01,4.492832981327367081e-01,6.999023793923188075e-01,4.219674240511274155e-01,7.128524997942404795e-01,9.492266645808863368e-01,4.076911900229588381e-01,4.378271873466810238e-01,6.551437553404388936e-01,9.401133711122267034e-01,5.493150036493404942e-01,6.388239973493899937e-01,5.611145233634138307e-01,9.492210466171824290e-02,6.917206045475081666e-01,4.801109352186115897e-01,1.877458139203472820e-01,8.414924049951929552e-01,9.141254643913057087e-01,9.999175711671287603e-01,2.301512740134881163e-02,4.084375076124605597e-01,4.421797514350711555e-02,9.190622426033969727e-01,1.461635996748991140e-01,6.386252839754976707e-01,4.600273183795712262e-01,8.962489993905234931e-01,7.873476486828371312e-01,4.419635684143099486e-01,8.874044711906817762e-01,9.830605288514381312e-01,6.965803867615694145e-01,4.098956728450152687e-01,1.460642443086486164e-01,5.879624416281792332e-02,1.919797196587577082e-01,9.926563038318306775e-01,2.420366993664024857e-01,2.248085755535680352e-01
8.151366332159737382e-04,9.431708261418012551e-01,3.147485097645640328e-01,1.228557097954227073e-01,4.427553336289286046e-01,9.567342208424618466e-01,5.017437092970669088e-01,7.096509371735100213e-01,5.302145751597475698e-02,4.149782217817423735e-01,6.287879732597927429e-01,8.718183260673865176e-01,6.188136408224463869e-01,8.447037539673274420e-01,7.896008476264904097e-02,8.597379479319428031e-01,8.738358800299851348e-01,7.997884914405908319e-01,6.681276767634430902e-01,9.600268941050061899e-01,9.413889271458123487e-01,9.751855624279156531e-01,3.571564710316407210e-01,9.605020774685867346e-01,8.791308389103037468e-01,7.980551515701065357e-01,2.179129891650393169e-01,3.312173454597187039e-01,8.382818649734214977e-01,8.133640158100713391e-01,2.192966620282366108e-02,6.195830337035657109e-01,4.048487401952399756e-01,3.036482577403742944e-03,8.532213072690539857e-01,7.748938729955722193e-01,9.742352652070456198e-01,6.251255567170895810e-01,3.505480050944088655e-01,4.039905332761249968e-01,5.237490441315442169e-01,1.446198295838858616e-01,5.100767240874733988e-01,3.907144315245983934e-01,3.097629358866174076e-01,9.175543260283623992e-01,2.934941904197353457e-01,4.433014897971732093e-02,2.453555984103659160e-01,5.115648595887393180e-01
